,variables,value
0,c0,-150.50308251283707
1,c1,2.6353090072489027
2,c2,24.44181028092867
3,c3,69.64438532181605
4,c4,-7.569934091001911
5,c5,0.14557445142583378
6,c6,-0.1522872838402493
7,r2,0.02976826663063903
