,mean,sd,hdi_2.5%,hdi_97.5%
likelihood[744],0.0,0.0,0.0,0.0
likelihood[745],3.301,0.0,3.301,3.301
likelihood[746],2.132,0.0,2.132,2.132
likelihood[747],0.0,0.0,0.0,0.0
likelihood[748],2.853,0.0,2.853,2.853
likelihood[749],0.0,0.0,0.0,0.0
likelihood[750],3.501,0.0,3.501,3.501
likelihood[751],3.16,0.0,3.16,3.16
likelihood[752],2.783,2.212,-1.566,7.153
likelihood[753],4.328,0.0,4.328,4.328
likelihood[754],0.0,0.0,0.0,0.0
likelihood[755],3.665,0.0,3.665,3.665
likelihood[756],2.678,0.0,2.678,2.678
likelihood[757],2.654,2.338,-1.657,7.283
likelihood[758],4.822,0.0,4.822,4.822
likelihood[759],0.0,0.0,0.0,0.0
likelihood[760],4.39,0.0,4.39,4.39
likelihood[761],2.096,0.0,2.096,2.096
likelihood[762],2.652,2.24,-1.999,6.769
likelihood[763],3.593,0.0,3.593,3.593
likelihood[764],0.0,0.0,0.0,0.0
likelihood[765],1.379,0.0,1.379,1.379
likelihood[766],0.262,0.0,0.262,0.262
likelihood[767],0.0,0.0,0.0,0.0
likelihood[768],3.419,0.0,3.419,3.419
likelihood[769],0.0,0.0,0.0,0.0
likelihood[770],3.372,0.0,3.372,3.372
likelihood[771],1.74,0.0,1.74,1.74
likelihood[772],2.684,2.225,-1.889,6.841
likelihood[773],6.126,0.0,6.126,6.126
likelihood[774],0.0,0.0,0.0,0.0
likelihood[775],3.745,0.0,3.745,3.745
likelihood[776],0.262,0.0,0.262,0.262
likelihood[777],2.652,2.214,-1.485,7.053
likelihood[778],5.903,0.0,5.903,5.903
likelihood[779],0.0,0.0,0.0,0.0
likelihood[780],0.464,0.0,0.464,0.464
likelihood[781],0.0,0.0,0.0,0.0
likelihood[782],2.677,2.284,-1.469,7.408
likelihood[783],4.371,0.0,4.371,4.371
likelihood[784],0.0,0.0,0.0,0.0
likelihood[785],4.269,0.0,4.269,4.269
likelihood[786],0.0,0.0,0.0,0.0
likelihood[787],2.687,2.273,-2.009,6.872
likelihood[788],5.962,0.0,5.962,5.962
likelihood[789],0.0,0.0,0.0,0.0
likelihood[790],2.276,0.0,2.276,2.276
likelihood[791],1.379,0.0,1.379,1.379
likelihood[792],2.661,2.175,-1.536,6.577
likelihood[793],5.31,0.0,5.31,5.31
likelihood[794],0.0,0.0,0.0,0.0
likelihood[795],4.598,0.0,4.598,4.598
likelihood[796],3.864,0.0,3.864,3.864
likelihood[797],2.693,2.229,-1.548,7.094
likelihood[798],5.583,0.0,5.583,5.583
likelihood[799],0.0,0.0,0.0,0.0
likelihood[800],4.384,0.0,4.384,4.384
likelihood[801],2.768,0.0,2.768,2.768
likelihood[802],2.715,2.241,-1.768,6.865
likelihood[803],4.652,0.0,4.652,4.652
likelihood[804],0.0,0.0,0.0,0.0
likelihood[805],3.925,0.0,3.925,3.925
likelihood[806],3.508,0.0,3.508,3.508
likelihood[807],2.724,2.191,-1.867,6.852
likelihood[808],5.508,0.0,5.508,5.508
likelihood[809],0.0,0.0,0.0,0.0
likelihood[810],4.364,0.0,4.364,4.364
likelihood[811],2.509,0.0,2.509,2.509
likelihood[812],2.736,2.315,-1.7,7.092
likelihood[813],4.771,0.0,4.771,4.771
likelihood[814],0.0,0.0,0.0,0.0
likelihood[815],4.397,0.0,4.397,4.397
likelihood[816],0.0,0.0,0.0,0.0
likelihood[817],2.63,2.231,-1.415,7.244
likelihood[818],5.264,0.0,5.264,5.264
likelihood[819],0.0,0.0,0.0,0.0
likelihood[820],2.985,0.0,2.985,2.985
likelihood[821],2.059,0.0,2.059,2.059
likelihood[822],2.685,2.258,-1.578,7.07
likelihood[823],4.352,0.0,4.352,4.352
likelihood[824],0.0,0.0,0.0,0.0
likelihood[825],2.142,0.0,2.142,2.142
likelihood[826],1.445,0.0,1.445,1.445
likelihood[827],0.0,0.0,0.0,0.0
likelihood[828],6.349,0.0,6.349,6.349
likelihood[829],0.0,0.0,0.0,0.0
likelihood[830],4.423,0.0,4.423,4.423
likelihood[831],1.848,0.0,1.848,1.848
likelihood[832],2.739,2.229,-1.546,7.186
likelihood[833],5.157,0.0,5.157,5.157
likelihood[834],0.0,0.0,0.0,0.0
likelihood[835],3.344,0.0,3.344,3.344
likelihood[836],3.396,0.0,3.396,3.396
likelihood[837],0.0,0.0,0.0,0.0
likelihood[838],0.0,0.0,0.0,0.0
likelihood[839],0.0,0.0,0.0,0.0
likelihood[840],3.287,0.0,3.287,3.287
likelihood[841],4.461,0.0,4.461,4.461
likelihood[842],2.687,2.189,-1.493,7.039
likelihood[843],3.413,0.0,3.413,3.413
likelihood[844],0.0,0.0,0.0,0.0
likelihood[845],3.442,2.228,-0.794,8.116
likelihood[846],0.978,0.0,0.978,0.978
likelihood[847],2.626,2.211,-1.564,6.704
likelihood[848],5.868,0.0,5.868,5.868
likelihood[849],0.0,0.0,0.0,0.0
likelihood[850],3.492,2.197,-0.615,7.875
likelihood[851],1.085,0.0,1.085,1.085
likelihood[852],2.685,2.225,-1.662,7.01
likelihood[853],6.249,0.0,6.249,6.249
likelihood[854],0.0,0.0,0.0,0.0
likelihood[855],3.548,2.253,-0.845,7.797
likelihood[856],1.112,0.0,1.112,1.112
likelihood[857],2.702,2.222,-1.445,7.191
likelihood[858],5.523,0.0,5.523,5.523
likelihood[859],0.0,0.0,0.0,0.0
likelihood[860],3.512,2.345,-1.101,8.051
likelihood[861],1.79,0.0,1.79,1.79
likelihood[862],2.664,2.232,-2.034,6.662
likelihood[863],6.185,0.0,6.185,6.185
likelihood[864],0.0,0.0,0.0,0.0
likelihood[865],3.527,2.342,-0.955,8.186
likelihood[866],3.663,0.0,3.663,3.663
likelihood[867],2.745,2.313,-1.66,7.113
likelihood[868],5.16,0.0,5.16,5.16
likelihood[869],0.0,0.0,0.0,0.0
likelihood[870],3.603,2.26,-1.489,7.555
likelihood[871],3.954,0.0,3.954,3.954
likelihood[872],2.754,2.344,-2.095,7.224
likelihood[873],6.625,0.0,6.625,6.625
likelihood[874],0.0,0.0,0.0,0.0
likelihood[875],3.656,2.273,-0.533,8.233
likelihood[876],2.919,0.0,2.919,2.919
likelihood[877],2.812,2.237,-1.412,7.075
likelihood[878],5.572,0.0,5.572,5.572
likelihood[879],0.0,0.0,0.0,0.0
likelihood[880],3.537,2.269,-0.938,7.855
likelihood[881],1.154,0.0,1.154,1.154
likelihood[882],2.743,2.282,-1.596,7.337
likelihood[883],5.962,0.0,5.962,5.962
likelihood[884],0.0,0.0,0.0,0.0
likelihood[885],3.422,2.256,-0.553,8.069
likelihood[886],0.358,0.0,0.358,0.358
likelihood[887],2.694,2.168,-1.355,6.897
likelihood[888],4.681,0.0,4.681,4.681
likelihood[889],0.0,0.0,0.0,0.0
likelihood[890],3.434,2.172,-0.864,7.696
likelihood[891],3.494,0.0,3.494,3.494
likelihood[892],2.602,2.165,-1.718,6.634
likelihood[893],2.049,0.0,2.049,2.049
likelihood[894],0.0,0.0,0.0,0.0
likelihood[895],3.43,2.262,-0.972,7.901
likelihood[896],1.844,0.0,1.844,1.844
likelihood[897],2.609,2.183,-1.56,6.762
likelihood[898],4.113,0.0,4.113,4.113
likelihood[899],0.0,0.0,0.0,0.0
likelihood[900],3.47,2.233,-0.89,7.818
likelihood[901],0.0,0.0,0.0,0.0
likelihood[902],2.614,2.192,-1.589,7.024
likelihood[903],5.046,0.0,5.046,5.046
likelihood[904],0.0,0.0,0.0,0.0
likelihood[905],3.496,2.298,-1.246,7.712
likelihood[906],4.512,0.0,4.512,4.512
likelihood[907],2.667,2.217,-1.727,6.959
likelihood[908],0.765,0.0,0.765,0.765
likelihood[909],0.0,0.0,0.0,0.0
likelihood[910],3.467,2.301,-1.501,7.811
likelihood[911],0.182,0.0,0.182,0.182
likelihood[912],2.606,2.219,-1.839,6.96
likelihood[913],6.516,0.0,6.516,6.516
likelihood[914],0.0,0.0,0.0,0.0
likelihood[915],3.503,2.193,-0.535,8.148
likelihood[916],0.0,0.0,0.0,0.0
likelihood[917],2.667,2.331,-1.687,7.363
likelihood[918],5.206,0.0,5.206,5.206
likelihood[919],0.0,0.0,0.0,0.0
likelihood[920],3.442,2.243,-0.6,8.119
likelihood[921],0.779,0.0,0.779,0.779
likelihood[922],2.649,2.242,-1.791,6.93
likelihood[923],3.66,0.0,3.66,3.66
likelihood[924],0.0,0.0,0.0,0.0
likelihood[925],3.51,2.301,-0.933,7.919
likelihood[926],2.332,0.0,2.332,2.332
likelihood[927],2.657,2.221,-1.687,6.885
likelihood[928],5.333,0.0,5.333,5.333
likelihood[929],0.0,0.0,0.0,0.0
likelihood[930],2.802,0.0,2.802,2.802
likelihood[931],4.418,0.0,4.418,4.418
likelihood[932],0.0,0.0,0.0,0.0
likelihood[933],2.436,0.0,2.436,2.436
likelihood[934],0.0,0.0,0.0,0.0
likelihood[935],2.193,0.0,2.193,2.193
likelihood[936],4.135,0.0,4.135,4.135
likelihood[937],0.0,0.0,0.0,0.0
likelihood[938],4.145,0.0,4.145,4.145
likelihood[939],0.0,0.0,0.0,0.0
likelihood[940],4.246,0.0,4.246,4.246
likelihood[941],4.366,0.0,4.366,4.366
likelihood[942],2.665,2.202,-1.41,7.318
likelihood[943],2.867,0.0,2.867,2.867
likelihood[944],0.0,0.0,0.0,0.0
likelihood[945],4.102,0.0,4.102,4.102
likelihood[946],4.537,0.0,4.537,4.537
likelihood[947],2.697,2.295,-1.919,6.908
likelihood[948],1.3,0.0,1.3,1.3
likelihood[949],0.0,0.0,0.0,0.0
likelihood[950],3.446,2.221,-0.974,7.685
likelihood[951],2.184,0.0,2.184,2.184
likelihood[952],2.714,2.291,-1.499,7.331
likelihood[953],1.971,0.0,1.971,1.971
likelihood[954],0.0,0.0,0.0,0.0
likelihood[955],3.534,2.313,-1.194,7.885
likelihood[956],1.197,0.0,1.197,1.197
likelihood[957],2.674,2.189,-1.64,6.745
likelihood[958],5.747,0.0,5.747,5.747
likelihood[959],0.0,0.0,0.0,0.0
likelihood[960],3.373,2.214,-0.643,7.83
likelihood[961],2.941,0.0,2.941,2.941
likelihood[962],2.628,2.204,-1.66,6.662
likelihood[963],4.449,0.0,4.449,4.449
likelihood[964],0.0,0.0,0.0,0.0
likelihood[965],3.618,2.171,-0.55,8.046
likelihood[966],0.0,0.0,0.0,0.0
likelihood[967],2.783,2.218,-1.235,7.306
likelihood[968],4.593,0.0,4.593,4.593
likelihood[969],0.0,0.0,0.0,0.0
likelihood[970],3.533,2.274,-1.19,7.727
likelihood[971],2.022,0.0,2.022,2.022
likelihood[972],2.746,2.271,-2.023,6.995
likelihood[973],5.065,0.0,5.065,5.065
likelihood[974],0.0,0.0,0.0,0.0
likelihood[975],3.46,2.222,-0.977,7.804
likelihood[976],0.0,0.0,0.0,0.0
likelihood[977],2.704,2.164,-1.339,7.07
likelihood[978],5.257,0.0,5.257,5.257
likelihood[979],0.0,0.0,0.0,0.0
likelihood[980],3.54,2.309,-0.927,7.958
likelihood[981],0.0,0.0,0.0,0.0
likelihood[982],2.667,2.203,-1.767,6.77
likelihood[983],6.399,0.0,6.399,6.399
likelihood[984],0.0,0.0,0.0,0.0
likelihood[985],3.492,2.157,-0.667,7.826
likelihood[986],0.113,0.0,0.113,0.113
likelihood[987],2.64,2.221,-1.823,6.814
likelihood[988],4.24,0.0,4.24,4.24
likelihood[989],0.0,0.0,0.0,0.0
likelihood[990],5.543,0.0,5.543,5.543
likelihood[991],3.334,0.0,3.334,3.334
likelihood[992],0.0,0.0,0.0,0.0
likelihood[993],5.825,0.0,5.825,5.825
likelihood[994],0.0,0.0,0.0,0.0
likelihood[995],5.154,0.0,5.154,5.154
likelihood[996],0.0,0.0,0.0,0.0
likelihood[997],2.648,2.281,-1.814,7.268
likelihood[998],4.751,0.0,4.751,4.751
likelihood[999],0.0,0.0,0.0,0.0
likelihood[1000],3.498,2.2,-0.869,7.585
likelihood[1001],2.653,0.0,2.653,2.653
likelihood[1002],2.708,2.213,-1.331,7.222
likelihood[1003],4.43,0.0,4.43,4.43
likelihood[1004],0.0,0.0,0.0,0.0
likelihood[1005],3.485,2.183,-0.483,7.866
likelihood[1006],1.479,0.0,1.479,1.479
likelihood[1007],2.657,2.222,-1.844,7.029
likelihood[1008],4.58,0.0,4.58,4.58
likelihood[1009],0.0,0.0,0.0,0.0
likelihood[1010],3.495,2.207,-0.635,8.023
likelihood[1011],2.241,0.0,2.241,2.241
likelihood[1012],2.703,2.213,-1.531,7.183
likelihood[1013],5.399,0.0,5.399,5.399
likelihood[1014],0.0,0.0,0.0,0.0
likelihood[1015],3.587,2.276,-1.127,7.81
likelihood[1016],0.199,0.0,0.199,0.199
likelihood[1017],2.684,2.324,-1.997,7.059
likelihood[1018],2.918,0.0,2.918,2.918
likelihood[1019],0.0,0.0,0.0,0.0
likelihood[1020],3.637,2.253,-0.457,8.286
likelihood[1021],0.0,0.0,0.0,0.0
likelihood[1022],2.818,2.208,-1.445,7.365
likelihood[1023],4.861,0.0,4.861,4.861
likelihood[1024],0.0,0.0,0.0,0.0
likelihood[1025],3.669,2.148,-0.463,7.791
likelihood[1026],0.912,0.0,0.912,0.912
likelihood[1027],2.824,2.184,-1.635,7.014
likelihood[1028],5.325,0.0,5.325,5.325
likelihood[1029],0.0,0.0,0.0,0.0
likelihood[1030],3.618,2.341,-0.873,8.35
likelihood[1031],2.404,0.0,2.404,2.404
likelihood[1032],2.788,2.222,-1.305,7.357
likelihood[1033],4.589,0.0,4.589,4.589
likelihood[1034],0.0,0.0,0.0,0.0
likelihood[1035],3.646,2.265,-0.911,7.788
likelihood[1036],0.806,0.0,0.806,0.806
likelihood[1037],2.859,2.248,-1.455,7.163
likelihood[1038],6.045,0.0,6.045,6.045
likelihood[1039],0.0,0.0,0.0,0.0
likelihood[1040],3.645,2.186,-0.395,8.069
likelihood[1041],3.58,0.0,3.58,3.58
likelihood[1042],2.818,2.204,-1.61,6.988
likelihood[1043],1.396,0.0,1.396,1.396
likelihood[1044],0.0,0.0,0.0,0.0
likelihood[1045],3.635,2.251,-0.386,8.409
likelihood[1046],1.915,0.0,1.915,1.915
likelihood[1047],2.924,2.321,-1.367,7.674
likelihood[1048],2.698,0.0,2.698,2.698
likelihood[1049],0.0,0.0,0.0,0.0
likelihood[1050],3.406,2.239,-0.836,7.748
likelihood[1051],0.94,0.0,0.94,0.94
likelihood[1052],2.677,2.292,-1.655,7.085
likelihood[1053],5.869,0.0,5.869,5.869
likelihood[1054],0.0,0.0,0.0,0.0
likelihood[1055],3.5,2.236,-1.026,7.639
likelihood[1056],0.0,0.0,0.0,0.0
likelihood[1057],2.756,2.171,-1.894,6.684
likelihood[1058],5.354,0.0,5.354,5.354
likelihood[1059],0.0,0.0,0.0,0.0
likelihood[1060],3.472,2.263,-0.665,8.168
likelihood[1061],2.24,0.0,2.24,2.24
likelihood[1062],2.687,2.274,-1.633,7.256
likelihood[1063],3.835,0.0,3.835,3.835
likelihood[1064],0.0,0.0,0.0,0.0
likelihood[1065],3.545,2.19,-0.576,7.87
likelihood[1066],1.617,0.0,1.617,1.617
likelihood[1067],2.79,2.232,-1.448,7.279
likelihood[1068],4.834,0.0,4.834,4.834
likelihood[1069],0.0,0.0,0.0,0.0
likelihood[1070],3.377,2.185,-1.062,7.392
likelihood[1071],0.0,0.0,0.0,0.0
likelihood[1072],2.63,2.216,-1.701,6.972
likelihood[1073],5.444,0.0,5.444,5.444
likelihood[1074],0.0,0.0,0.0,0.0
likelihood[1075],3.503,2.321,-0.669,8.317
likelihood[1076],0.0,0.0,0.0,0.0
likelihood[1077],2.689,2.261,-1.56,7.459
likelihood[1078],5.016,0.0,5.016,5.016
likelihood[1079],0.0,0.0,0.0,0.0
likelihood[1080],3.504,2.169,-0.59,7.896
likelihood[1081],0.278,0.0,0.278,0.278
likelihood[1082],2.638,2.256,-1.852,6.915
likelihood[1083],5.792,0.0,5.792,5.792
likelihood[1084],0.0,0.0,0.0,0.0
likelihood[1085],3.416,2.229,-1.047,7.615
likelihood[1086],0.0,0.0,0.0,0.0
likelihood[1087],2.681,2.212,-1.635,6.909
likelihood[1088],4.87,0.0,4.87,4.87
likelihood[1089],0.0,0.0,0.0,0.0
likelihood[1090],3.461,2.298,-1.153,7.695
likelihood[1091],1.502,0.0,1.502,1.502
likelihood[1092],2.594,2.223,-1.635,7.005
likelihood[1093],5.031,0.0,5.031,5.031
likelihood[1094],0.0,0.0,0.0,0.0
likelihood[1095],3.478,2.298,-0.883,8.169
likelihood[1096],3.045,0.0,3.045,3.045
likelihood[1097],2.777,2.194,-1.604,6.84
likelihood[1098],5.273,0.0,5.273,5.273
likelihood[1099],0.0,0.0,0.0,0.0
likelihood[1100],3.402,2.268,-1.164,7.658
likelihood[1101],0.963,0.0,0.963,0.963
likelihood[1102],2.702,2.164,-1.433,6.869
likelihood[1103],5.742,0.0,5.742,5.742
likelihood[1104],0.0,0.0,0.0,0.0
likelihood[1105],3.522,2.18,-0.414,7.983
likelihood[1106],0.0,0.0,0.0,0.0
likelihood[1107],2.688,2.249,-1.619,7.079
likelihood[1108],5.576,0.0,5.576,5.576
likelihood[1109],0.0,0.0,0.0,0.0
likelihood[1110],3.448,2.21,-0.699,7.744
likelihood[1111],0.157,0.0,0.157,0.157
likelihood[1112],2.675,2.235,-1.524,7.315
likelihood[1113],5.435,0.0,5.435,5.435
likelihood[1114],0.0,0.0,0.0,0.0
likelihood[1115],3.512,2.202,-0.963,7.554
likelihood[1116],1.696,0.0,1.696,1.696
likelihood[1117],2.582,2.191,-1.961,6.633
likelihood[1118],4.188,0.0,4.188,4.188
likelihood[1119],0.0,0.0,0.0,0.0
likelihood[1120],3.478,2.194,-0.716,7.789
likelihood[1121],1.105,0.0,1.105,1.105
likelihood[1122],2.655,2.208,-2.043,6.626
likelihood[1123],5.737,0.0,5.737,5.737
likelihood[1124],0.0,0.0,0.0,0.0
likelihood[1125],3.486,2.217,-0.662,7.804
likelihood[1126],1.384,0.0,1.384,1.384
likelihood[1127],2.646,2.268,-1.882,6.835
likelihood[1128],5.538,0.0,5.538,5.538
likelihood[1129],0.0,0.0,0.0,0.0
likelihood[1130],3.464,2.171,-0.702,7.876
likelihood[1131],0.0,0.0,0.0,0.0
likelihood[1132],2.63,2.2,-1.484,6.941
likelihood[1133],5.712,0.0,5.712,5.712
likelihood[1134],0.0,0.0,0.0,0.0
likelihood[1135],3.524,2.229,-0.896,7.793
likelihood[1136],0.0,0.0,0.0,0.0
likelihood[1137],2.692,2.247,-1.551,7.016
likelihood[1138],5.561,0.0,5.561,5.561
likelihood[1139],0.0,0.0,0.0,0.0
likelihood[1140],3.46,2.229,-0.767,8.27
likelihood[1141],0.0,0.0,0.0,0.0
likelihood[1142],2.601,2.342,-1.969,7.058
likelihood[1143],5.283,0.0,5.283,5.283
likelihood[1144],0.0,0.0,0.0,0.0
likelihood[1145],3.51,2.094,-0.559,7.76
likelihood[1146],0.0,0.0,0.0,0.0
likelihood[1147],2.748,2.215,-1.712,7.071
likelihood[1148],5.48,0.0,5.48,5.48
likelihood[1149],0.0,0.0,0.0,0.0
likelihood[1150],3.436,2.296,-1.1,8.042
likelihood[1151],3.801,0.0,3.801,3.801
likelihood[1152],2.698,2.183,-1.445,7.054
likelihood[1153],5.391,0.0,5.391,5.391
likelihood[1154],0.0,0.0,0.0,0.0
likelihood[1155],3.49,2.283,-1.136,7.788
likelihood[1156],3.403,0.0,3.403,3.403
likelihood[1157],2.638,2.215,-1.937,6.803
likelihood[1158],3.841,0.0,3.841,3.841
likelihood[1159],0.0,0.0,0.0,0.0
likelihood[1160],3.472,2.206,-0.887,7.652
likelihood[1161],0.255,0.0,0.255,0.255
likelihood[1162],2.604,2.257,-1.465,7.388
likelihood[1163],5.629,0.0,5.629,5.629
likelihood[1164],0.0,0.0,0.0,0.0
likelihood[1165],3.527,2.206,-0.859,7.614
likelihood[1166],2.245,0.0,2.245,2.245
likelihood[1167],2.743,2.283,-1.564,7.08
likelihood[1168],5.823,0.0,5.823,5.823
likelihood[1169],0.0,0.0,0.0,0.0
likelihood[1170],3.48,2.221,-0.813,7.766
likelihood[1171],0.0,0.0,0.0,0.0
likelihood[1172],2.67,2.244,-1.575,7.176
likelihood[1173],6.002,0.0,6.002,6.002
likelihood[1174],0.0,0.0,0.0,0.0
likelihood[1175],3.517,2.209,-0.681,8.079
likelihood[1176],0.0,0.0,0.0,0.0
likelihood[1177],2.746,2.162,-1.487,6.808
likelihood[1178],5.125,0.0,5.125,5.125
likelihood[1179],0.0,0.0,0.0,0.0
likelihood[1180],3.457,2.205,-1.266,7.532
likelihood[1181],1.191,0.0,1.191,1.191
likelihood[1182],2.751,2.252,-1.615,7.058
likelihood[1183],5.321,0.0,5.321,5.321
likelihood[1184],0.0,0.0,0.0,0.0
likelihood[1185],3.574,2.332,-0.759,8.333
likelihood[1186],4.423,0.0,4.423,4.423
likelihood[1187],2.753,2.236,-1.773,6.899
likelihood[1188],4.285,0.0,4.285,4.285
likelihood[1189],0.0,0.0,0.0,0.0
likelihood[1190],3.544,2.315,-0.782,8.19
likelihood[1191],2.381,0.0,2.381,2.381
likelihood[1192],2.757,2.269,-1.692,7.284
likelihood[1193],4.457,0.0,4.457,4.457
likelihood[1194],0.0,0.0,0.0,0.0
likelihood[1195],3.552,2.166,-0.872,7.372
likelihood[1196],0.489,0.0,0.489,0.489
likelihood[1197],2.776,2.234,-1.415,7.348
likelihood[1198],5.08,0.0,5.08,5.08
likelihood[1199],0.0,0.0,0.0,0.0
likelihood[1200],3.5,2.27,-0.507,8.15
likelihood[1201],0.068,0.0,0.068,0.068
likelihood[1202],2.769,2.122,-1.239,6.872
likelihood[1203],3.4,0.0,3.4,3.4
likelihood[1204],0.0,0.0,0.0,0.0
likelihood[1205],3.522,2.27,-0.787,7.876
likelihood[1206],0.419,0.0,0.419,0.419
likelihood[1207],2.7,2.183,-1.523,6.694
likelihood[1208],3.855,0.0,3.855,3.855
likelihood[1209],0.0,0.0,0.0,0.0
likelihood[1210],3.453,2.241,-1.217,7.489
likelihood[1211],0.122,0.0,0.122,0.122
likelihood[1212],2.677,2.227,-1.771,6.832
likelihood[1213],4.665,0.0,4.665,4.665
likelihood[1214],0.0,0.0,0.0,0.0
likelihood[1215],3.492,2.259,-1.011,7.758
likelihood[1216],0.525,0.0,0.525,0.525
likelihood[1217],2.727,2.201,-1.735,6.888
likelihood[1218],5.256,0.0,5.256,5.256
likelihood[1219],0.0,0.0,0.0,0.0
likelihood[1220],3.548,2.18,-0.748,7.848
likelihood[1221],0.0,0.0,0.0,0.0
likelihood[1222],2.751,2.155,-1.455,6.996
likelihood[1223],4.508,0.0,4.508,4.508
likelihood[1224],0.0,0.0,0.0,0.0
likelihood[1225],3.759,2.28,-0.459,8.394
likelihood[1226],0.0,0.0,0.0,0.0
likelihood[1227],2.756,2.22,-1.793,6.977
likelihood[1228],4.337,0.0,4.337,4.337
likelihood[1229],0.0,0.0,0.0,0.0
likelihood[1230],3.537,2.178,-0.308,8.003
likelihood[1231],0.0,0.0,0.0,0.0
likelihood[1232],2.859,2.215,-1.616,6.856
likelihood[1233],4.826,0.0,4.826,4.826
likelihood[1234],0.0,0.0,0.0,0.0
likelihood[1235],3.536,2.199,-0.554,7.945
likelihood[1236],2.468,0.0,2.468,2.468
likelihood[1237],2.757,2.246,-1.843,6.948
likelihood[1238],4.958,0.0,4.958,4.958
likelihood[1239],0.0,0.0,0.0,0.0
likelihood[1240],3.562,2.209,-0.514,7.954
likelihood[1241],1.332,0.0,1.332,1.332
likelihood[1242],2.841,2.203,-1.413,7.166
likelihood[1243],3.142,0.0,3.142,3.142
likelihood[1244],0.0,0.0,0.0,0.0
likelihood[1245],3.513,2.314,-1.261,7.995
likelihood[1246],3.928,0.0,3.928,3.928
likelihood[1247],2.663,2.252,-1.567,7.251
likelihood[1248],4.909,0.0,4.909,4.909
likelihood[1249],0.0,0.0,0.0,0.0
likelihood[1250],3.616,2.23,-0.802,7.751
likelihood[1251],2.437,0.0,2.437,2.437
likelihood[1252],2.746,2.151,-1.289,7.195
likelihood[1253],3.251,0.0,3.251,3.251
likelihood[1254],0.0,0.0,0.0,0.0
likelihood[1255],3.361,2.185,-1.072,7.435
likelihood[1256],0.542,0.0,0.542,0.542
likelihood[1257],2.585,2.265,-1.924,7.102
likelihood[1258],4.202,0.0,4.202,4.202
likelihood[1259],0.0,0.0,0.0,0.0
likelihood[1260],3.449,2.206,-0.696,7.742
likelihood[1261],0.0,0.0,0.0,0.0
likelihood[1262],2.625,2.205,-1.995,6.762
likelihood[1263],5.276,0.0,5.276,5.276
likelihood[1264],0.0,0.0,0.0,0.0
likelihood[1265],3.428,2.232,-1.07,7.752
likelihood[1266],3.631,0.0,3.631,3.631
likelihood[1267],2.642,2.203,-1.845,6.74
likelihood[1268],4.705,0.0,4.705,4.705
likelihood[1269],0.0,0.0,0.0,0.0
likelihood[1270],3.469,2.23,-1.162,7.615
likelihood[1271],3.508,0.0,3.508,3.508
likelihood[1272],2.601,2.216,-1.638,6.828
likelihood[1273],1.206,0.0,1.206,1.206
likelihood[1274],0.0,0.0,0.0,0.0
likelihood[1275],3.522,2.254,-0.941,7.817
likelihood[1276],3.487,0.0,3.487,3.487
likelihood[1277],2.665,2.178,-1.854,6.821
likelihood[1278],3.685,0.0,3.685,3.685
likelihood[1279],0.0,0.0,0.0,0.0
likelihood[1280],3.482,2.256,-0.993,7.665
likelihood[1281],4.118,0.0,4.118,4.118
likelihood[1282],2.72,2.195,-1.544,7.018
likelihood[1283],2.404,0.0,2.404,2.404
likelihood[1284],0.0,0.0,0.0,0.0
likelihood[1285],3.515,2.237,-0.719,7.777
likelihood[1286],0.0,0.0,0.0,0.0
likelihood[1287],2.707,2.232,-1.365,7.301
likelihood[1288],6.474,0.0,6.474,6.474
likelihood[1289],0.0,0.0,0.0,0.0
likelihood[1290],3.482,2.234,-0.82,7.754
likelihood[1291],0.0,0.0,0.0,0.0
likelihood[1292],2.692,2.247,-1.634,6.961
likelihood[1293],5.028,0.0,5.028,5.028
likelihood[1294],0.0,0.0,0.0,0.0
likelihood[1295],3.43,2.183,-1.003,7.516
likelihood[1296],3.431,0.0,3.431,3.431
likelihood[1297],2.652,2.233,-1.662,6.835
likelihood[1298],5.908,0.0,5.908,5.908
likelihood[1299],0.0,0.0,0.0,0.0
likelihood[1300],3.499,2.323,-1.281,7.707
likelihood[1301],3.575,0.0,3.575,3.575
likelihood[1302],2.714,2.16,-1.286,6.88
likelihood[1303],5.117,0.0,5.117,5.117
likelihood[1304],0.0,0.0,0.0,0.0
likelihood[1305],3.634,2.282,-0.743,7.935
likelihood[1306],2.731,0.0,2.731,2.731
likelihood[1307],2.693,2.212,-1.532,7.067
likelihood[1308],5.522,0.0,5.522,5.522
likelihood[1309],0.0,0.0,0.0,0.0
likelihood[1310],3.606,2.3,-0.993,8.02
likelihood[1311],0.419,0.0,0.419,0.419
likelihood[1312],2.77,2.188,-1.67,6.819
likelihood[1313],7.4,0.0,7.4,7.4
likelihood[1314],0.0,0.0,0.0,0.0
likelihood[1315],3.48,2.204,-0.805,7.626
likelihood[1316],1.264,0.0,1.264,1.264
likelihood[1317],2.625,2.316,-1.739,7.147
likelihood[1318],1.564,0.0,1.564,1.564
likelihood[1319],0.0,0.0,0.0,0.0
likelihood[1320],3.443,2.166,-0.487,7.726
likelihood[1321],4.116,0.0,4.116,4.116
likelihood[1322],2.742,2.175,-1.257,7.046
likelihood[1323],5.58,0.0,5.58,5.58
likelihood[1324],0.0,0.0,0.0,0.0
likelihood[1325],5.678,0.0,5.678,5.678
likelihood[1326],0.621,0.0,0.621,0.621
likelihood[1327],0.0,0.0,0.0,0.0
