,mean,sd,hdi_2.5%,hdi_97.5%
likelihood[3225],5.596,0.0,5.596,5.596
likelihood[3226],0.0,0.0,0.0,0.0
likelihood[3227],4.655,0.0,4.655,4.655
likelihood[3228],6.441,0.0,6.441,6.441
likelihood[3229],0.0,0.0,0.0,0.0
likelihood[3230],5.225,0.0,5.225,5.225
likelihood[3231],2.004,0.0,2.004,2.004
likelihood[3232],4.784,0.0,4.784,4.784
likelihood[3233],4.569,0.0,4.569,4.569
likelihood[3234],0.0,0.0,0.0,0.0
likelihood[3235],4.164,0.0,4.164,4.164
likelihood[3236],2.824,0.0,2.824,2.824
likelihood[3237],5.127,0.0,5.127,5.127
likelihood[3238],4.536,0.0,4.536,4.536
likelihood[3239],0.0,0.0,0.0,0.0
likelihood[3240],6.0,0.0,6.0,6.0
likelihood[3241],0.0,0.0,0.0,0.0
likelihood[3242],5.513,0.0,5.513,5.513
likelihood[3243],5.374,0.0,5.374,5.374
likelihood[3244],0.0,0.0,0.0,0.0
likelihood[3245],6.052,0.0,6.052,6.052
likelihood[3246],0.166,0.0,0.166,0.166
likelihood[3247],5.694,0.0,5.694,5.694
likelihood[3248],5.148,0.0,5.148,5.148
likelihood[3249],0.0,0.0,0.0,0.0
likelihood[3250],4.995,0.0,4.995,4.995
likelihood[3251],0.02,0.0,0.02,0.02
likelihood[3252],6.427,0.0,6.427,6.427
likelihood[3253],4.223,0.0,4.223,4.223
likelihood[3254],0.0,0.0,0.0,0.0
likelihood[3255],4.933,0.0,4.933,4.933
likelihood[3256],0.0,0.0,0.0,0.0
likelihood[3257],5.677,0.0,5.677,5.677
likelihood[3258],5.749,0.0,5.749,5.749
likelihood[3259],0.0,0.0,0.0,0.0
likelihood[3260],6.131,0.0,6.131,6.131
likelihood[3261],0.577,0.0,0.577,0.577
likelihood[3262],4.769,0.0,4.769,4.769
likelihood[3263],6.014,0.0,6.014,6.014
likelihood[3264],0.0,0.0,0.0,0.0
likelihood[3265],6.152,0.0,6.152,6.152
likelihood[3266],0.445,0.0,0.445,0.445
likelihood[3267],5.529,0.0,5.529,5.529
likelihood[3268],1.452,0.0,1.452,1.452
likelihood[3269],0.0,0.0,0.0,0.0
likelihood[3270],5.593,0.0,5.593,5.593
likelihood[3271],1.861,0.0,1.861,1.861
likelihood[3272],5.83,0.0,5.83,5.83
likelihood[3273],5.638,0.0,5.638,5.638
likelihood[3274],0.0,0.0,0.0,0.0
likelihood[3275],4.696,0.0,4.696,4.696
likelihood[3276],0.9,0.0,0.9,0.9
likelihood[3277],3.008,0.0,3.008,3.008
likelihood[3278],4.981,0.0,4.981,4.981
likelihood[3279],1.641,2.255,-2.852,5.847
likelihood[3280],6.485,0.0,6.485,6.485
likelihood[3281],2.881,0.0,2.881,2.881
likelihood[3282],2.341,0.0,2.341,2.341
likelihood[3283],4.176,0.0,4.176,4.176
likelihood[3284],1.676,2.225,-2.626,5.849
likelihood[3285],3.721,0.0,3.721,3.721
likelihood[3286],0.0,0.0,0.0,0.0
likelihood[3287],1.962,0.0,1.962,1.962
likelihood[3288],2.062,0.0,2.062,2.062
likelihood[3289],0.0,0.0,0.0,0.0
likelihood[3290],4.812,0.0,4.812,4.812
likelihood[3291],0.0,0.0,0.0,0.0
likelihood[3292],4.775,0.0,4.775,4.775
likelihood[3293],1.089,0.0,1.089,1.089
likelihood[3294],0.0,0.0,0.0,0.0
likelihood[3295],6.08,0.0,6.08,6.08
likelihood[3296],1.099,0.0,1.099,1.099
likelihood[3297],0.0,0.0,0.0,0.0
likelihood[3298],4.331,0.0,4.331,4.331
likelihood[3299],0.0,0.0,0.0,0.0
likelihood[3300],4.698,0.0,4.698,4.698
likelihood[3301],4.389,0.0,4.389,4.389
likelihood[3302],0.0,0.0,0.0,0.0
likelihood[3303],7.181,0.0,7.181,7.181
likelihood[3304],0.0,0.0,0.0,0.0
likelihood[3305],0.0,0.0,0.0,0.0
likelihood[3306],5.771,0.0,5.771,5.771
likelihood[3307],0.0,0.0,0.0,0.0
likelihood[3308],6.069,0.0,6.069,6.069
likelihood[3309],0.0,0.0,0.0,0.0
likelihood[3310],5.281,0.0,5.281,5.281
likelihood[3311],1.411,0.0,1.411,1.411
likelihood[3312],0.0,0.0,0.0,0.0
likelihood[3313],0.0,0.0,0.0,0.0
likelihood[3314],1.655,2.259,-2.969,6.09
likelihood[3315],6.267,0.0,6.267,6.267
likelihood[3316],3.105,0.0,3.105,3.105
likelihood[3317],0.775,0.0,0.775,0.775
likelihood[3318],4.541,0.0,4.541,4.541
likelihood[3319],0.0,0.0,0.0,0.0
likelihood[3320],3.16,0.0,3.16,3.16
likelihood[3321],4.074,0.0,4.074,4.074
likelihood[3322],0.0,0.0,0.0,0.0
likelihood[3323],3.173,0.0,3.173,3.173
likelihood[3324],0.0,0.0,0.0,0.0
likelihood[3325],0.0,0.0,0.0,0.0
likelihood[3326],5.837,0.0,5.837,5.837
likelihood[3327],0.0,0.0,0.0,0.0
likelihood[3328],0.0,0.0,0.0,0.0
likelihood[3329],0.0,0.0,0.0,0.0
likelihood[3330],5.056,0.0,5.056,5.056
likelihood[3331],6.305,0.0,6.305,6.305
likelihood[3332],0.0,0.0,0.0,0.0
likelihood[3333],1.881,0.0,1.881,1.881
likelihood[3334],0.0,0.0,0.0,0.0
likelihood[3335],4.835,0.0,4.835,4.835
likelihood[3336],0.0,0.0,0.0,0.0
likelihood[3337],2.97,0.0,2.97,2.97
likelihood[3338],4.539,0.0,4.539,4.539
likelihood[3339],0.0,0.0,0.0,0.0
likelihood[3340],5.238,0.0,5.238,5.238
likelihood[3341],0.0,0.0,0.0,0.0
likelihood[3342],1.27,0.0,1.27,1.27
likelihood[3343],3.686,0.0,3.686,3.686
likelihood[3344],0.0,0.0,0.0,0.0
likelihood[3345],4.149,0.0,4.149,4.149
likelihood[3346],5.487,0.0,5.487,5.487
likelihood[3347],3.015,0.0,3.015,3.015
likelihood[3348],4.682,0.0,4.682,4.682
likelihood[3349],0.0,0.0,0.0,0.0
likelihood[3350],4.481,0.0,4.481,4.481
likelihood[3351],5.537,0.0,5.537,5.537
likelihood[3352],1.802,0.0,1.802,1.802
likelihood[3353],5.229,0.0,5.229,5.229
likelihood[3354],0.0,0.0,0.0,0.0
likelihood[3355],4.784,0.0,4.784,4.784
likelihood[3356],5.546,0.0,5.546,5.546
likelihood[3357],1.504,0.0,1.504,1.504
likelihood[3358],4.165,0.0,4.165,4.165
likelihood[3359],0.0,0.0,0.0,0.0
likelihood[3360],5.362,0.0,5.362,5.362
likelihood[3361],4.575,0.0,4.575,4.575
likelihood[3362],2.84,0.0,2.84,2.84
likelihood[3363],3.782,0.0,3.782,3.782
likelihood[3364],0.0,0.0,0.0,0.0
likelihood[3365],5.584,0.0,5.584,5.584
likelihood[3366],4.575,0.0,4.575,4.575
likelihood[3367],0.0,0.0,0.0,0.0
likelihood[3368],2.935,0.0,2.935,2.935
likelihood[3369],0.0,0.0,0.0,0.0
likelihood[3370],5.695,0.0,5.695,5.695
likelihood[3371],5.001,0.0,5.001,5.001
likelihood[3372],0.0,0.0,0.0,0.0
likelihood[3373],4.223,0.0,4.223,4.223
likelihood[3374],0.0,0.0,0.0,0.0
likelihood[3375],0.0,0.0,0.0,0.0
likelihood[3376],5.488,0.0,5.488,5.488
likelihood[3377],0.0,0.0,0.0,0.0
likelihood[3378],0.0,0.0,0.0,0.0
likelihood[3379],0.0,0.0,0.0,0.0
likelihood[3380],5.221,0.0,5.221,5.221
likelihood[3381],4.093,0.0,4.093,4.093
likelihood[3382],0.0,0.0,0.0,0.0
likelihood[3383],3.626,0.0,3.626,3.626
likelihood[3384],0.0,0.0,0.0,0.0
likelihood[3385],0.0,0.0,0.0,0.0
likelihood[3386],4.971,0.0,4.971,4.971
likelihood[3387],0.0,0.0,0.0,0.0
likelihood[3388],0.0,0.0,0.0,0.0
likelihood[3389],0.0,0.0,0.0,0.0
likelihood[3390],4.835,0.0,4.835,4.835
likelihood[3391],4.344,0.0,4.344,4.344
likelihood[3392],4.422,0.0,4.422,4.422
likelihood[3393],3.859,0.0,3.859,3.859
likelihood[3394],0.0,0.0,0.0,0.0
likelihood[3395],4.702,0.0,4.702,4.702
likelihood[3396],4.89,0.0,4.89,4.89
likelihood[3397],0.0,0.0,0.0,0.0
likelihood[3398],1.04,0.0,1.04,1.04
likelihood[3399],0.0,0.0,0.0,0.0
likelihood[3400],4.702,0.0,4.702,4.702
likelihood[3401],5.497,0.0,5.497,5.497
likelihood[3402],0.0,0.0,0.0,0.0
likelihood[3403],3.497,0.0,3.497,3.497
likelihood[3404],0.0,0.0,0.0,0.0
likelihood[3405],5.056,0.0,5.056,5.056
likelihood[3406],4.538,0.0,4.538,4.538
likelihood[3407],0.0,0.0,0.0,0.0
likelihood[3408],4.669,0.0,4.669,4.669
likelihood[3409],0.0,0.0,0.0,0.0
likelihood[3410],4.835,0.0,4.835,4.835
likelihood[3411],2.303,0.0,2.303,2.303
likelihood[3412],2.216,0.0,2.216,2.216
likelihood[3413],1.04,0.0,1.04,1.04
likelihood[3414],0.0,0.0,0.0,0.0
likelihood[3415],5.391,0.0,5.391,5.391
likelihood[3416],3.676,0.0,3.676,3.676
likelihood[3417],0.0,0.0,0.0,0.0
likelihood[3418],6.382,0.0,6.382,6.382
likelihood[3419],0.0,0.0,0.0,0.0
likelihood[3420],4.835,0.0,4.835,4.835
likelihood[3421],3.135,0.0,3.135,3.135
likelihood[3422],5.26,0.0,5.26,5.26
likelihood[3423],5.875,0.0,5.875,5.875
likelihood[3424],0.0,0.0,0.0,0.0
likelihood[3425],3.472,0.0,3.472,3.472
likelihood[3426],6.169,0.0,6.169,6.169
likelihood[3427],0.0,0.0,0.0,0.0
likelihood[3428],2.221,0.0,2.221,2.221
likelihood[3429],0.0,0.0,0.0,0.0
likelihood[3430],5.619,0.0,5.619,5.619
likelihood[3431],4.852,0.0,4.852,4.852
likelihood[3432],0.0,0.0,0.0,0.0
likelihood[3433],0.0,0.0,0.0,0.0
likelihood[3434],0.0,0.0,0.0,0.0
likelihood[3435],3.867,0.0,3.867,3.867
likelihood[3436],5.759,0.0,5.759,5.759
likelihood[3437],5.021,0.0,5.021,5.021
likelihood[3438],3.676,0.0,3.676,3.676
likelihood[3439],0.0,0.0,0.0,0.0
likelihood[3440],5.221,0.0,5.221,5.221
likelihood[3441],2.485,0.0,2.485,2.485
likelihood[3442],0.0,0.0,0.0,0.0
likelihood[3443],5.97,0.0,5.97,5.97
likelihood[3444],0.0,0.0,0.0,0.0
likelihood[3445],5.695,0.0,5.695,5.695
likelihood[3446],4.197,0.0,4.197,4.197
likelihood[3447],0.0,0.0,0.0,0.0
likelihood[3448],2.565,0.0,2.565,2.565
likelihood[3449],0.0,0.0,0.0,0.0
likelihood[3450],4.074,0.0,4.074,4.074
likelihood[3451],2.701,0.0,2.701,2.701
likelihood[3452],4.606,0.0,4.606,4.606
likelihood[3453],4.733,0.0,4.733,4.733
likelihood[3454],0.0,0.0,0.0,0.0
likelihood[3455],4.89,0.0,4.89,4.89
likelihood[3456],0.693,0.0,0.693,0.693
likelihood[3457],2.766,0.0,2.766,2.766
likelihood[3458],4.799,0.0,4.799,4.799
likelihood[3459],0.0,0.0,0.0,0.0
likelihood[3460],3.592,0.0,3.592,3.592
likelihood[3461],2.803,0.0,2.803,2.803
likelihood[3462],5.166,0.0,5.166,5.166
likelihood[3463],4.194,0.0,4.194,4.194
likelihood[3464],0.0,0.0,0.0,0.0
likelihood[3465],2.728,0.0,2.728,2.728
likelihood[3466],2.241,0.0,2.241,2.241
likelihood[3467],5.856,0.0,5.856,5.856
likelihood[3468],4.878,0.0,4.878,4.878
likelihood[3469],0.0,0.0,0.0,0.0
likelihood[3470],2.549,0.0,2.549,2.549
likelihood[3471],3.453,0.0,3.453,3.453
likelihood[3472],5.549,0.0,5.549,5.549
likelihood[3473],5.262,0.0,5.262,5.262
likelihood[3474],0.0,0.0,0.0,0.0
likelihood[3475],0.0,0.0,0.0,0.0
likelihood[3476],2.912,0.0,2.912,2.912
likelihood[3477],5.889,0.0,5.889,5.889
likelihood[3478],5.14,0.0,5.14,5.14
likelihood[3479],0.0,0.0,0.0,0.0
likelihood[3480],4.596,0.0,4.596,4.596
likelihood[3481],3.684,0.0,3.684,3.684
likelihood[3482],2.955,0.0,2.955,2.955
likelihood[3483],6.038,0.0,6.038,6.038
likelihood[3484],0.0,0.0,0.0,0.0
likelihood[3485],4.081,0.0,4.081,4.081
likelihood[3486],3.127,0.0,3.127,3.127
likelihood[3487],3.434,0.0,3.434,3.434
likelihood[3488],5.394,0.0,5.394,5.394
likelihood[3489],0.0,0.0,0.0,0.0
likelihood[3490],4.72,0.0,4.72,4.72
likelihood[3491],2.38,0.0,2.38,2.38
likelihood[3492],5.588,0.0,5.588,5.588
likelihood[3493],5.825,0.0,5.825,5.825
likelihood[3494],0.0,0.0,0.0,0.0
likelihood[3495],4.296,0.0,4.296,4.296
likelihood[3496],3.016,0.0,3.016,3.016
likelihood[3497],0.0,0.0,0.0,0.0
likelihood[3498],3.401,0.0,3.401,3.401
likelihood[3499],8.785,0.0,8.785,8.785
likelihood[3500],4.462,0.0,4.462,4.462
likelihood[3501],3.17,0.0,3.17,3.17
likelihood[3502],0.0,0.0,0.0,0.0
likelihood[3503],5.245,0.0,5.245,5.245
likelihood[3504],8.746,0.0,8.746,8.746
likelihood[3505],2.646,0.0,2.646,2.646
likelihood[3506],2.38,0.0,2.38,2.38
likelihood[3507],0.0,0.0,0.0,0.0
likelihood[3508],5.054,0.0,5.054,5.054
likelihood[3509],8.588,0.0,8.588,8.588
likelihood[3510],3.793,0.0,3.793,3.793
likelihood[3511],3.671,0.0,3.671,3.671
likelihood[3512],3.016,0.0,3.016,3.016
likelihood[3513],4.539,0.0,4.539,4.539
likelihood[3514],7.221,0.0,7.221,7.221
likelihood[3515],5.138,0.0,5.138,5.138
likelihood[3516],2.079,0.0,2.079,2.079
likelihood[3517],2.526,0.0,2.526,2.526
likelihood[3518],5.955,0.0,5.955,5.955
likelihood[3519],6.117,0.0,6.117,6.117
likelihood[3520],5.46,0.0,5.46,5.46
likelihood[3521],3.896,0.0,3.896,3.896
likelihood[3522],0.0,0.0,0.0,0.0
likelihood[3523],5.081,0.0,5.081,5.081
likelihood[3524],8.365,0.0,8.365,8.365
likelihood[3525],5.266,0.0,5.266,5.266
likelihood[3526],3.384,0.0,3.384,3.384
likelihood[3527],3.709,0.0,3.709,3.709
likelihood[3528],6.302,0.0,6.302,6.302
likelihood[3529],6.635,0.0,6.635,6.635
likelihood[3530],4.629,0.0,4.629,4.629
likelihood[3531],2.976,0.0,2.976,2.976
likelihood[3532],0.0,0.0,0.0,0.0
likelihood[3533],5.827,0.0,5.827,5.827
likelihood[3534],6.032,0.0,6.032,6.032
likelihood[3535],1.96,0.0,1.96,1.96
likelihood[3536],4.445,0.0,4.445,4.445
likelihood[3537],0.0,0.0,0.0,0.0
likelihood[3538],4.295,0.0,4.295,4.295
likelihood[3539],6.986,0.0,6.986,6.986
likelihood[3540],2.104,0.0,2.104,2.104
likelihood[3541],1.917,0.0,1.917,1.917
likelihood[3542],6.132,0.0,6.132,6.132
likelihood[3543],5.922,0.0,5.922,5.922
likelihood[3544],7.099,0.0,7.099,7.099
likelihood[3545],0.956,0.0,0.956,0.956
likelihood[3546],2.416,0.0,2.416,2.416
likelihood[3547],3.908,0.0,3.908,3.908
likelihood[3548],5.923,0.0,5.923,5.923
likelihood[3549],5.898,0.0,5.898,5.898
likelihood[3550],0.0,0.0,0.0,0.0
likelihood[3551],3.766,0.0,3.766,3.766
likelihood[3552],6.639,0.0,6.639,6.639
likelihood[3553],4.824,0.0,4.824,4.824
likelihood[3554],6.188,0.0,6.188,6.188
likelihood[3555],6.113,0.0,6.113,6.113
likelihood[3556],3.374,0.0,3.374,3.374
likelihood[3557],0.0,0.0,0.0,0.0
likelihood[3558],4.794,0.0,4.794,4.794
likelihood[3559],4.584,0.0,4.584,4.584
likelihood[3560],6.203,0.0,6.203,6.203
likelihood[3561],3.532,0.0,3.532,3.532
likelihood[3562],0.0,0.0,0.0,0.0
likelihood[3563],4.231,0.0,4.231,4.231
likelihood[3564],6.831,0.0,6.831,6.831
likelihood[3565],5.728,0.0,5.728,5.728
likelihood[3566],3.174,0.0,3.174,3.174
likelihood[3567],1.386,0.0,1.386,1.386
likelihood[3568],5.468,0.0,5.468,5.468
likelihood[3569],6.27,0.0,6.27,6.27
likelihood[3570],5.245,0.0,5.245,5.245
likelihood[3571],3.161,0.0,3.161,3.161
likelihood[3572],1.131,0.0,1.131,1.131
likelihood[3573],4.749,0.0,4.749,4.749
likelihood[3574],8.261,0.0,8.261,8.261
likelihood[3575],5.208,0.0,5.208,5.208
likelihood[3576],2.986,0.0,2.986,2.986
likelihood[3577],2.715,0.0,2.715,2.715
likelihood[3578],4.994,0.0,4.994,4.994
likelihood[3579],7.054,0.0,7.054,7.054
likelihood[3580],5.391,0.0,5.391,5.391
likelihood[3581],3.144,0.0,3.144,3.144
likelihood[3582],3.336,0.0,3.336,3.336
likelihood[3583],5.316,0.0,5.316,5.316
likelihood[3584],7.207,0.0,7.207,7.207
likelihood[3585],3.17,0.0,3.17,3.17
likelihood[3586],3.19,0.0,3.19,3.19
likelihood[3587],0.0,0.0,0.0,0.0
likelihood[3588],6.115,0.0,6.115,6.115
likelihood[3589],6.659,0.0,6.659,6.659
likelihood[3590],4.49,0.0,4.49,4.49
likelihood[3591],3.846,0.0,3.846,3.846
likelihood[3592],0.0,0.0,0.0,0.0
likelihood[3593],6.313,0.0,6.313,6.313
likelihood[3594],6.488,0.0,6.488,6.488
likelihood[3595],5.084,0.0,5.084,5.084
likelihood[3596],3.886,0.0,3.886,3.886
likelihood[3597],0.0,0.0,0.0,0.0
likelihood[3598],4.237,0.0,4.237,4.237
likelihood[3599],6.549,0.0,6.549,6.549
likelihood[3600],0.0,0.0,0.0,0.0
likelihood[3601],4.451,0.0,4.451,4.451
likelihood[3602],2.313,0.0,2.313,2.313
likelihood[3603],4.388,0.0,4.388,4.388
likelihood[3604],0.0,0.0,0.0,0.0
likelihood[3605],3.558,0.0,3.558,3.558
likelihood[3606],3.086,0.0,3.086,3.086
likelihood[3607],4.945,0.0,4.945,4.945
likelihood[3608],4.523,0.0,4.523,4.523
likelihood[3609],0.0,0.0,0.0,0.0
likelihood[3610],4.013,0.0,4.013,4.013
likelihood[3611],2.965,0.0,2.965,2.965
likelihood[3612],5.576,0.0,5.576,5.576
likelihood[3613],4.436,0.0,4.436,4.436
likelihood[3614],0.0,0.0,0.0,0.0
likelihood[3615],4.988,0.0,4.988,4.988
likelihood[3616],2.573,0.0,2.573,2.573
likelihood[3617],1.946,0.0,1.946,1.946
likelihood[3618],5.125,0.0,5.125,5.125
likelihood[3619],8.535,0.0,8.535,8.535
likelihood[3620],5.349,0.0,5.349,5.349
likelihood[3621],3.016,0.0,3.016,3.016
likelihood[3622],2.175,0.0,2.175,2.175
likelihood[3623],5.582,0.0,5.582,5.582
likelihood[3624],8.291,0.0,8.291,8.291
likelihood[3625],4.446,0.0,4.446,4.446
likelihood[3626],3.03,0.0,3.03,3.03
likelihood[3627],0.0,0.0,0.0,0.0
likelihood[3628],5.15,0.0,5.15,5.15
likelihood[3629],9.721,0.0,9.721,9.721
likelihood[3630],5.646,0.0,5.646,5.646
likelihood[3631],2.342,0.0,2.342,2.342
likelihood[3632],0.336,0.0,0.336,0.336
likelihood[3633],4.89,0.0,4.89,4.89
likelihood[3634],7.555,0.0,7.555,7.555
likelihood[3635],4.869,0.0,4.869,4.869
likelihood[3636],3.418,0.0,3.418,3.418
likelihood[3637],3.478,0.0,3.478,3.478
likelihood[3638],4.217,0.0,4.217,4.217
likelihood[3639],7.272,0.0,7.272,7.272
likelihood[3640],4.974,0.0,4.974,4.974
likelihood[3641],1.03,0.0,1.03,1.03
likelihood[3642],4.367,0.0,4.367,4.367
likelihood[3643],5.622,0.0,5.622,5.622
likelihood[3644],6.632,0.0,6.632,6.632
likelihood[3645],5.008,0.0,5.008,5.008
likelihood[3646],1.974,0.0,1.974,1.974
likelihood[3647],4.935,0.0,4.935,4.935
likelihood[3648],5.451,0.0,5.451,5.451
likelihood[3649],7.269,0.0,7.269,7.269
likelihood[3650],4.953,0.0,4.953,4.953
likelihood[3651],3.19,0.0,3.19,3.19
likelihood[3652],2.617,0.0,2.617,2.617
likelihood[3653],5.37,0.0,5.37,5.37
likelihood[3654],5.092,0.0,5.092,5.092
likelihood[3655],3.161,0.0,3.161,3.161
likelihood[3656],2.833,0.0,2.833,2.833
likelihood[3657],0.0,0.0,0.0,0.0
likelihood[3658],4.824,0.0,4.824,4.824
likelihood[3659],7.139,0.0,7.139,7.139
likelihood[3660],4.013,0.0,4.013,4.013
likelihood[3661],3.054,0.0,3.054,3.054
likelihood[3662],2.518,0.0,2.518,2.518
likelihood[3663],5.266,0.0,5.266,5.266
likelihood[3664],0.0,0.0,0.0,0.0
likelihood[3665],3.844,0.0,3.844,3.844
likelihood[3666],2.815,0.0,2.815,2.815
likelihood[3667],0.0,0.0,0.0,0.0
likelihood[3668],5.059,0.0,5.059,5.059
likelihood[3669],0.0,0.0,0.0,0.0
likelihood[3670],4.767,0.0,4.767,4.767
likelihood[3671],4.278,0.0,4.278,4.278
likelihood[3672],1.131,0.0,1.131,1.131
likelihood[3673],4.636,0.0,4.636,4.636
likelihood[3674],0.0,0.0,0.0,0.0
likelihood[3675],4.983,0.0,4.983,4.983
likelihood[3676],2.981,0.0,2.981,2.981
likelihood[3677],2.241,0.0,2.241,2.241
likelihood[3678],3.391,0.0,3.391,3.391
likelihood[3679],0.0,0.0,0.0,0.0
likelihood[3680],4.835,0.0,4.835,4.835
likelihood[3681],2.885,0.0,2.885,2.885
likelihood[3682],1.065,0.0,1.065,1.065
likelihood[3683],3.963,0.0,3.963,3.963
likelihood[3684],0.0,0.0,0.0,0.0
likelihood[3685],3.484,0.0,3.484,3.484
likelihood[3686],3.936,0.0,3.936,3.936
likelihood[3687],2.625,0.0,2.625,2.625
likelihood[3688],3.813,0.0,3.813,3.813
likelihood[3689],0.0,0.0,0.0,0.0
likelihood[3690],3.839,0.0,3.839,3.839
likelihood[3691],3.408,0.0,3.408,3.408
likelihood[3692],0.956,0.0,0.956,0.956
likelihood[3693],5.184,0.0,5.184,5.184
likelihood[3694],0.0,0.0,0.0,0.0
likelihood[3695],3.561,0.0,3.561,3.561
likelihood[3696],2.766,0.0,2.766,2.766
likelihood[3697],2.868,0.0,2.868,2.868
likelihood[3698],4.396,0.0,4.396,4.396
likelihood[3699],0.0,0.0,0.0,0.0
likelihood[3700],3.809,0.0,3.809,3.809
likelihood[3701],3.077,0.0,3.077,3.077
likelihood[3702],2.197,0.0,2.197,2.197
likelihood[3703],4.069,0.0,4.069,4.069
likelihood[3704],0.0,0.0,0.0,0.0
likelihood[3705],0.0,0.0,0.0,0.0
likelihood[3706],4.605,0.0,4.605,4.605
likelihood[3707],0.0,0.0,0.0,0.0
likelihood[3708],2.518,0.0,2.518,2.518
likelihood[3709],0.0,0.0,0.0,0.0
likelihood[3710],1.504,0.0,1.504,1.504
likelihood[3711],4.317,0.0,4.317,4.317
likelihood[3712],0.0,0.0,0.0,0.0
likelihood[3713],1.825,0.0,1.825,1.825
likelihood[3714],0.0,0.0,0.0,0.0
likelihood[3715],2.398,0.0,2.398,2.398
likelihood[3716],3.535,0.0,3.535,3.535
likelihood[3717],0.916,0.0,0.916,0.916
likelihood[3718],3.073,0.0,3.073,3.073
likelihood[3719],0.0,0.0,0.0,0.0
likelihood[3720],2.827,0.0,2.827,2.827
likelihood[3721],4.642,0.0,4.642,4.642
likelihood[3722],0.0,0.0,0.0,0.0
likelihood[3723],3.822,0.0,3.822,3.822
likelihood[3724],0.0,0.0,0.0,0.0
likelihood[3725],0.0,0.0,0.0,0.0
likelihood[3726],4.418,0.0,4.418,4.418
likelihood[3727],0.0,0.0,0.0,0.0
likelihood[3728],3.14,0.0,3.14,3.14
likelihood[3729],0.0,0.0,0.0,0.0
likelihood[3730],1.609,0.0,1.609,1.609
likelihood[3731],4.587,0.0,4.587,4.587
likelihood[3732],0.0,0.0,0.0,0.0
likelihood[3733],4.981,0.0,4.981,4.981
likelihood[3734],0.0,0.0,0.0,0.0
likelihood[3735],0.0,0.0,0.0,0.0
likelihood[3736],4.658,0.0,4.658,4.658
likelihood[3737],0.0,0.0,0.0,0.0
likelihood[3738],0.0,0.0,0.0,0.0
likelihood[3739],0.0,0.0,0.0,0.0
likelihood[3740],2.262,0.0,2.262,2.262
likelihood[3741],4.02,0.0,4.02,4.02
likelihood[3742],0.693,0.0,0.693,0.693
likelihood[3743],3.049,0.0,3.049,3.049
likelihood[3744],0.0,0.0,0.0,0.0
likelihood[3745],2.251,0.0,2.251,2.251
likelihood[3746],4.171,0.0,4.171,4.171
likelihood[3747],0.0,0.0,0.0,0.0
likelihood[3748],0.0,0.0,0.0,0.0
likelihood[3749],0.0,0.0,0.0,0.0
likelihood[3750],3.401,0.0,3.401,3.401
likelihood[3751],3.961,0.0,3.961,3.961
likelihood[3752],2.116,0.0,2.116,2.116
likelihood[3753],0.0,0.0,0.0,0.0
likelihood[3754],0.0,0.0,0.0,0.0
likelihood[3755],4.006,0.0,4.006,4.006
likelihood[3756],4.045,0.0,4.045,4.045
likelihood[3757],0.0,0.0,0.0,0.0
likelihood[3758],4.994,0.0,4.994,4.994
likelihood[3759],0.0,0.0,0.0,0.0
likelihood[3760],1.946,0.0,1.946,1.946
likelihood[3761],4.825,0.0,4.825,4.825
likelihood[3762],0.0,0.0,0.0,0.0
likelihood[3763],0.588,0.0,0.588,0.588
likelihood[3764],0.0,0.0,0.0,0.0
likelihood[3765],2.996,0.0,2.996,2.996
likelihood[3766],3.666,0.0,3.666,3.666
likelihood[3767],0.0,0.0,0.0,0.0
likelihood[3768],0.0,0.0,0.0,0.0
likelihood[3769],0.0,0.0,0.0,0.0
likelihood[3770],3.227,0.0,3.227,3.227
likelihood[3771],3.97,0.0,3.97,3.97
likelihood[3772],2.067,0.0,2.067,2.067
likelihood[3773],1.887,0.0,1.887,1.887
likelihood[3774],0.0,0.0,0.0,0.0
likelihood[3775],4.753,0.0,4.753,4.753
likelihood[3776],3.761,0.0,3.761,3.761
likelihood[3777],1.281,0.0,1.281,1.281
likelihood[3778],2.896,0.0,2.896,2.896
likelihood[3779],0.0,0.0,0.0,0.0
likelihood[3780],3.959,0.0,3.959,3.959
likelihood[3781],2.389,0.0,2.389,2.389
likelihood[3782],3.503,0.0,3.503,3.503
likelihood[3783],5.599,0.0,5.599,5.599
likelihood[3784],0.0,0.0,0.0,0.0
likelihood[3785],4.612,0.0,4.612,4.612
likelihood[3786],3.178,0.0,3.178,3.178
likelihood[3787],0.531,0.0,0.531,0.531
likelihood[3788],3.869,0.0,3.869,3.869
likelihood[3789],0.0,0.0,0.0,0.0
likelihood[3790],4.988,0.0,4.988,4.988
likelihood[3791],3.144,0.0,3.144,3.144
likelihood[3792],3.55,0.0,3.55,3.55
likelihood[3793],4.354,0.0,4.354,4.354
likelihood[3794],0.0,0.0,0.0,0.0
likelihood[3795],0.742,0.0,0.742,0.742
likelihood[3796],2.588,0.0,2.588,2.588
likelihood[3797],0.0,0.0,0.0,0.0
likelihood[3798],7.114,0.0,7.114,7.114
likelihood[3799],0.0,0.0,0.0,0.0
likelihood[3800],3.674,0.0,3.674,3.674
likelihood[3801],3.223,0.0,3.223,3.223
likelihood[3802],1.03,0.0,1.03,1.03
likelihood[3803],5.466,0.0,5.466,5.466
likelihood[3804],0.0,0.0,0.0,0.0
likelihood[3805],4.311,0.0,4.311,4.311
likelihood[3806],2.879,0.0,2.879,2.879
