,mean,sd,hdi_2.5%,hdi_97.5%
likelihood_unobserved[1152],0.003,0.001,0.002,0.004
likelihood_unobserved[1153],0.003,0.002,0.001,0.004
likelihood_unobserved[1154],0.003,0.002,0.002,0.005
likelihood_unobserved[1155],0.005,0.0,0.005,0.005
likelihood_unobserved[1156],0.003,0.001,0.002,0.004
likelihood_unobserved[1157],0.007,0.003,0.004,0.01
likelihood_unobserved[1158],0.008,0.007,0.001,0.015
likelihood_unobserved[1159],0.008,0.005,0.003,0.013
likelihood_unobserved[1160],0.006,0.001,0.005,0.007
likelihood_unobserved[1161],0.003,0.002,0.001,0.006
likelihood_unobserved[1162],0.006,0.003,0.004,0.009
likelihood_unobserved[1163],0.003,0.001,0.001,0.004
likelihood_unobserved[1164],0.002,0.001,0.001,0.003
likelihood_unobserved[1165],0.008,0.007,0.001,0.015
likelihood_unobserved[1166],0.008,0.004,0.003,0.012
likelihood_unobserved[1167],0.004,0.001,0.003,0.005
likelihood_unobserved[1168],0.006,0.003,0.004,0.009
likelihood_unobserved[1169],0.008,0.002,0.006,0.011
likelihood_unobserved[1170],0.004,0.0,0.004,0.004
likelihood_unobserved[1171],0.008,0.005,0.004,0.013
likelihood_unobserved[1172],0.011,0.008,0.003,0.019
likelihood_unobserved[1173],0.013,0.007,0.006,0.021
likelihood_unobserved[1174],0.009,0.003,0.006,0.012
likelihood_unobserved[1175],0.007,0.005,0.002,0.013
likelihood_unobserved[1176],0.009,0.004,0.005,0.013
likelihood_unobserved[1177],0.011,0.006,0.005,0.017
likelihood_unobserved[1178],0.008,0.007,0.001,0.015
likelihood_unobserved[1179],0.005,0.0,0.005,0.005
likelihood_unobserved[1180],0.01,0.007,0.002,0.017
likelihood_unobserved[1181],0.007,0.001,0.005,0.008
likelihood_unobserved[1182],0.003,0.001,0.002,0.004
likelihood_unobserved[1183],0.009,0.006,0.003,0.016
likelihood_unobserved[1184],0.012,0.01,0.001,0.022
likelihood_unobserved[1185],0.011,0.005,0.006,0.016
likelihood_unobserved[1186],0.009,0.008,0.001,0.018
likelihood_unobserved[1187],0.009,0.007,0.002,0.016
likelihood_unobserved[1188],0.006,0.004,0.002,0.009
likelihood_unobserved[1189],0.004,0.003,0.001,0.007
likelihood_unobserved[1190],0.007,0.002,0.005,0.009
likelihood_unobserved[1191],0.003,0.001,0.002,0.004
likelihood_unobserved[1192],0.004,0.0,0.004,0.004
likelihood_unobserved[1193],0.009,0.002,0.006,0.011
likelihood_unobserved[1194],0.012,0.006,0.006,0.019
likelihood_unobserved[1195],0.012,0.007,0.005,0.019
likelihood_unobserved[1196],0.004,0.0,0.003,0.004
likelihood_unobserved[1197],0.005,0.004,0.001,0.009
likelihood_unobserved[1198],0.008,0.004,0.004,0.012
likelihood_unobserved[1199],0.014,0.008,0.005,0.022
likelihood_unobserved[1200],0.005,0.004,0.001,0.01
likelihood_unobserved[1201],0.01,0.005,0.005,0.014
likelihood_unobserved[1202],0.005,0.001,0.004,0.006
likelihood_unobserved[1203],0.004,0.003,0.001,0.007
likelihood_unobserved[1204],0.007,0.005,0.002,0.012
likelihood_unobserved[1205],0.002,0.001,0.001,0.003
likelihood_unobserved[1206],0.003,0.001,0.002,0.003
likelihood_unobserved[1207],0.005,0.0,0.005,0.006
likelihood_unobserved[1208],0.007,0.005,0.002,0.012
likelihood_unobserved[1209],0.002,0.001,0.001,0.004
likelihood_unobserved[1210],0.004,0.002,0.003,0.006
likelihood_unobserved[1211],0.011,0.006,0.005,0.017
likelihood_unobserved[1212],0.007,0.0,0.006,0.007
likelihood_unobserved[1213],0.007,0.002,0.005,0.009
likelihood_unobserved[1214],0.007,0.002,0.005,0.009
likelihood_unobserved[1215],0.013,0.006,0.007,0.019
likelihood_unobserved[1216],0.007,0.006,0.001,0.013
likelihood_unobserved[1217],0.009,0.006,0.003,0.014
likelihood_unobserved[1218],0.009,0.003,0.006,0.011
likelihood_unobserved[1219],0.009,0.008,0.001,0.017
likelihood_unobserved[1220],0.007,0.004,0.003,0.01
likelihood_unobserved[1221],0.005,0.001,0.004,0.007
likelihood_unobserved[1222],0.009,0.006,0.003,0.015
likelihood_unobserved[1223],0.005,0.0,0.005,0.005
likelihood_unobserved[1224],0.007,0.005,0.002,0.012
likelihood_unobserved[1225],0.011,0.009,0.001,0.02
likelihood_unobserved[1226],0.005,0.004,0.001,0.008
likelihood_unobserved[1227],0.003,0.001,0.002,0.004
likelihood_unobserved[1228],0.008,0.006,0.002,0.013
likelihood_unobserved[1229],0.007,0.003,0.004,0.01
likelihood_unobserved[1230],0.009,0.002,0.007,0.011
likelihood_unobserved[1231],0.004,0.002,0.002,0.006
likelihood_unobserved[1232],0.006,0.003,0.003,0.009
likelihood_unobserved[1233],0.004,0.0,0.004,0.005
likelihood_unobserved[1234],0.013,0.008,0.004,0.021
likelihood_unobserved[1235],0.007,0.002,0.005,0.01
likelihood_unobserved[1236],0.008,0.004,0.004,0.012
likelihood_unobserved[1237],0.007,0.003,0.004,0.011
likelihood_unobserved[1238],0.005,0.004,0.001,0.009
likelihood_unobserved[1239],0.01,0.006,0.004,0.016
likelihood_unobserved[1240],0.009,0.007,0.002,0.017
likelihood_unobserved[1241],0.003,0.001,0.002,0.004
likelihood_unobserved[1242],0.012,0.009,0.003,0.021
likelihood_unobserved[1243],0.004,0.003,0.002,0.007
likelihood_unobserved[1244],0.014,0.008,0.006,0.022
likelihood_unobserved[1245],0.004,0.003,0.001,0.007
likelihood_unobserved[1246],0.007,0.006,0.001,0.013
likelihood_unobserved[1247],0.01,0.006,0.004,0.017
likelihood_unobserved[1248],0.004,0.002,0.002,0.006
likelihood_unobserved[1249],0.01,0.005,0.005,0.015
likelihood_unobserved[1250],0.009,0.007,0.003,0.016
likelihood_unobserved[1251],0.011,0.006,0.004,0.017
likelihood_unobserved[1252],0.003,0.001,0.002,0.004
likelihood_unobserved[1253],0.007,0.005,0.002,0.012
likelihood_unobserved[1254],0.01,0.002,0.007,0.012
likelihood_unobserved[1255],0.007,0.0,0.006,0.007
likelihood_unobserved[1256],0.007,0.0,0.007,0.007
likelihood_unobserved[1257],0.004,0.003,0.001,0.007
likelihood_unobserved[1258],0.007,0.001,0.006,0.007
likelihood_unobserved[1259],0.005,0.002,0.003,0.007
likelihood_unobserved[1260],0.005,0.003,0.002,0.009
likelihood_unobserved[1261],0.007,0.005,0.001,0.012
likelihood_unobserved[1262],0.01,0.009,0.001,0.019
likelihood_unobserved[1263],0.003,0.002,0.001,0.004
likelihood_unobserved[1264],0.005,0.004,0.001,0.009
likelihood_unobserved[1265],0.004,0.002,0.002,0.006
likelihood_unobserved[1266],0.005,0.003,0.002,0.009
likelihood_unobserved[1267],0.003,0.002,0.001,0.004
likelihood_unobserved[1268],0.003,0.0,0.003,0.003
likelihood_unobserved[1269],0.007,0.005,0.002,0.012
likelihood_unobserved[1270],0.008,0.007,0.002,0.015
likelihood_unobserved[1271],0.005,0.003,0.002,0.008
likelihood_unobserved[1272],0.006,0.0,0.006,0.007
likelihood_unobserved[1273],0.002,0.001,0.001,0.004
likelihood_unobserved[1274],0.008,0.004,0.004,0.012
likelihood_unobserved[1275],0.006,0.002,0.004,0.008
likelihood_unobserved[1276],0.005,0.002,0.002,0.007
likelihood_unobserved[1277],0.005,0.002,0.003,0.007
likelihood_unobserved[1278],0.007,0.005,0.002,0.011
likelihood_unobserved[1279],0.009,0.006,0.004,0.015
likelihood_unobserved[1280],0.01,0.009,0.001,0.019
likelihood_unobserved[1281],0.002,0.001,0.001,0.004
likelihood_unobserved[1282],0.005,0.001,0.003,0.006
likelihood_unobserved[1283],0.005,0.001,0.004,0.006
likelihood_unobserved[1284],0.005,0.003,0.003,0.008
likelihood_unobserved[1285],0.011,0.01,0.001,0.021
likelihood_unobserved[1286],0.005,0.004,0.001,0.009
likelihood_unobserved[1287],0.01,0.007,0.004,0.017
likelihood_unobserved[1288],0.003,0.0,0.003,0.003
likelihood_unobserved[1289],0.007,0.001,0.006,0.008
likelihood_unobserved[1290],0.009,0.008,0.001,0.016
likelihood_unobserved[1291],0.004,0.002,0.001,0.006
likelihood_unobserved[1292],0.007,0.001,0.006,0.008
likelihood_unobserved[1293],0.01,0.007,0.003,0.017
likelihood_unobserved[1294],0.005,0.004,0.001,0.009
likelihood_unobserved[1295],0.007,0.002,0.005,0.01
likelihood_unobserved[1296],0.014,0.009,0.006,0.023
likelihood_unobserved[1297],0.004,0.0,0.004,0.004
likelihood_unobserved[1298],0.008,0.007,0.001,0.014
likelihood_unobserved[1299],0.003,0.002,0.001,0.005
likelihood_unobserved[1300],0.002,0.001,0.001,0.003
likelihood_unobserved[1301],0.007,0.005,0.002,0.012
likelihood_unobserved[1302],0.008,0.0,0.008,0.009
likelihood_unobserved[1303],0.003,0.001,0.001,0.004
likelihood_unobserved[1304],0.01,0.008,0.001,0.018
likelihood_unobserved[1305],0.01,0.005,0.005,0.016
likelihood_unobserved[1306],0.007,0.006,0.001,0.013
likelihood_unobserved[1307],0.005,0.001,0.004,0.006
likelihood_unobserved[1308],0.004,0.002,0.001,0.006
likelihood_unobserved[1309],0.005,0.001,0.004,0.006
likelihood_unobserved[1310],0.004,0.001,0.003,0.005
likelihood_unobserved[1311],0.005,0.002,0.003,0.007
likelihood_unobserved[1312],0.006,0.005,0.001,0.011
likelihood_unobserved[1313],0.004,0.001,0.003,0.005
likelihood_unobserved[1314],0.011,0.007,0.004,0.019
likelihood_unobserved[1315],0.003,0.002,0.001,0.005
likelihood_unobserved[1316],0.003,0.001,0.002,0.004
likelihood_unobserved[1317],0.008,0.003,0.005,0.011
likelihood_unobserved[1318],0.008,0.004,0.004,0.011
likelihood_unobserved[1319],0.012,0.008,0.004,0.021
likelihood_unobserved[1320],0.01,0.008,0.002,0.017
likelihood_unobserved[1321],0.002,0.001,0.001,0.004
likelihood_unobserved[1322],0.005,0.0,0.005,0.005
likelihood_unobserved[1323],0.005,0.004,0.002,0.009
likelihood_unobserved[1324],0.006,0.003,0.002,0.009
likelihood_unobserved[1325],0.011,0.009,0.001,0.02
likelihood_unobserved[1326],0.012,0.008,0.004,0.02
likelihood_unobserved[1327],0.002,0.001,0.002,0.003
likelihood_unobserved[1328],0.009,0.007,0.002,0.016
likelihood_unobserved[1329],0.005,0.0,0.004,0.005
likelihood_unobserved[1330],0.003,0.001,0.002,0.004
likelihood_unobserved[1331],0.009,0.005,0.005,0.014
likelihood_unobserved[1332],0.006,0.002,0.003,0.008
likelihood_unobserved[1333],0.008,0.001,0.007,0.01
likelihood_unobserved[1334],0.007,0.003,0.004,0.01
likelihood_unobserved[1335],0.006,0.005,0.002,0.011
likelihood_unobserved[1336],0.013,0.007,0.006,0.02
likelihood_unobserved[1337],0.008,0.005,0.003,0.013
likelihood_unobserved[1338],0.009,0.003,0.005,0.012
likelihood_unobserved[1339],0.005,0.0,0.005,0.005
likelihood_unobserved[1340],0.007,0.005,0.002,0.013
likelihood_unobserved[1341],0.004,0.001,0.003,0.005
likelihood_unobserved[1342],0.008,0.002,0.006,0.011
likelihood_unobserved[1343],0.009,0.007,0.002,0.016
likelihood_unobserved[1344],0.006,0.002,0.004,0.008
likelihood_unobserved[1345],0.003,0.001,0.003,0.004
likelihood_unobserved[1346],0.007,0.002,0.005,0.009
likelihood_unobserved[1347],0.006,0.002,0.004,0.008
likelihood_unobserved[1348],0.005,0.003,0.002,0.007
likelihood_unobserved[1349],0.008,0.006,0.003,0.014
likelihood_unobserved[1350],0.004,0.003,0.002,0.007
likelihood_unobserved[1351],0.007,0.001,0.006,0.008
likelihood_unobserved[1352],0.003,0.001,0.003,0.004
likelihood_unobserved[1353],0.003,0.001,0.002,0.004
likelihood_unobserved[1354],0.006,0.002,0.004,0.008
likelihood_unobserved[1355],0.004,0.0,0.004,0.004
likelihood_unobserved[1356],0.003,0.0,0.003,0.003
likelihood_unobserved[1357],0.009,0.007,0.002,0.015
likelihood_unobserved[1358],0.007,0.003,0.004,0.01
likelihood_unobserved[1359],0.005,0.001,0.003,0.006
likelihood_unobserved[1360],0.008,0.0,0.008,0.009
likelihood_unobserved[1361],0.003,0.0,0.003,0.003
likelihood_unobserved[1362],0.006,0.002,0.004,0.008
likelihood_unobserved[1363],0.005,0.002,0.003,0.008
likelihood_unobserved[1364],0.01,0.002,0.007,0.012
likelihood_unobserved[1365],0.003,0.0,0.003,0.003
likelihood_unobserved[1366],0.006,0.001,0.005,0.007
likelihood_unobserved[1367],0.007,0.006,0.002,0.013
likelihood_unobserved[1368],0.007,0.005,0.002,0.012
likelihood_unobserved[1369],0.004,0.001,0.004,0.005
likelihood_unobserved[1370],0.004,0.001,0.003,0.005
likelihood_unobserved[1371],0.009,0.006,0.003,0.015
likelihood_unobserved[1372],0.005,0.0,0.005,0.006
likelihood_unobserved[1373],0.008,0.001,0.007,0.008
likelihood_unobserved[1374],0.007,0.004,0.003,0.011
likelihood_unobserved[1375],0.004,0.0,0.004,0.004
likelihood_unobserved[1376],0.006,0.003,0.004,0.009
likelihood_unobserved[1377],0.005,0.003,0.002,0.007
likelihood_unobserved[1378],0.003,0.001,0.002,0.004
likelihood_unobserved[1379],0.005,0.001,0.004,0.007
likelihood_unobserved[1380],0.003,0.001,0.002,0.004
likelihood_unobserved[1381],0.008,0.001,0.007,0.009
likelihood_unobserved[1382],0.006,0.004,0.001,0.01
likelihood_unobserved[1383],0.006,0.005,0.001,0.011
likelihood_unobserved[1384],0.007,0.002,0.005,0.009
likelihood_unobserved[1385],0.003,0.002,0.002,0.005
likelihood_unobserved[1386],0.002,0.001,0.001,0.003
likelihood_unobserved[1387],0.003,0.002,0.002,0.005
likelihood_unobserved[1388],0.006,0.004,0.001,0.01
likelihood_unobserved[1389],0.003,0.001,0.002,0.003
likelihood_unobserved[1390],0.003,0.002,0.002,0.005
likelihood_unobserved[1391],0.003,0.002,0.001,0.005
likelihood_unobserved[1392],0.003,0.002,0.001,0.005
likelihood_unobserved[1393],0.004,0.002,0.002,0.006
likelihood_unobserved[1394],0.002,0.0,0.002,0.002
likelihood_unobserved[1395],0.004,0.002,0.002,0.007
likelihood_unobserved[1396],0.006,0.004,0.003,0.01
likelihood_unobserved[1397],0.006,0.003,0.002,0.009
likelihood_unobserved[1398],0.003,0.0,0.002,0.003
likelihood_unobserved[1399],0.007,0.003,0.004,0.01
likelihood_unobserved[1400],0.004,0.0,0.004,0.004
likelihood_unobserved[1401],0.004,0.0,0.004,0.005
likelihood_unobserved[1402],0.005,0.004,0.001,0.009
likelihood_unobserved[1403],0.004,0.002,0.002,0.006
likelihood_unobserved[1404],0.005,0.002,0.003,0.007
likelihood_unobserved[1405],0.004,0.002,0.002,0.006
likelihood_unobserved[1406],0.004,0.003,0.001,0.007
likelihood_unobserved[1407],0.004,0.001,0.003,0.005
likelihood_unobserved[1408],0.002,0.001,0.001,0.003
likelihood_unobserved[1409],0.002,0.001,0.002,0.003
likelihood_unobserved[1410],0.005,0.004,0.001,0.01
likelihood_unobserved[1411],0.002,0.0,0.002,0.003
likelihood_unobserved[1412],0.002,0.001,0.001,0.002
likelihood_unobserved[1413],0.002,0.0,0.001,0.002
likelihood_unobserved[1414],0.002,0.001,0.001,0.003
likelihood_unobserved[1415],0.006,0.004,0.001,0.01
likelihood_unobserved[1416],0.003,0.002,0.001,0.005
likelihood_unobserved[1417],0.007,0.005,0.002,0.012
likelihood_unobserved[1418],0.011,0.006,0.004,0.017
likelihood_unobserved[1419],0.004,0.001,0.003,0.004
likelihood_unobserved[1420],0.009,0.003,0.006,0.012
likelihood_unobserved[1421],0.002,0.001,0.001,0.003
likelihood_unobserved[1422],0.004,0.001,0.003,0.005
likelihood_unobserved[1423],0.004,0.003,0.001,0.008
likelihood_unobserved[1424],0.007,0.004,0.003,0.01
likelihood_unobserved[1425],0.013,0.012,0.001,0.026
likelihood_unobserved[1426],0.005,0.0,0.004,0.005
likelihood_unobserved[1427],0.009,0.007,0.001,0.016
likelihood_unobserved[1428],0.005,0.002,0.003,0.006
likelihood_unobserved[1429],0.012,0.01,0.002,0.022
likelihood_unobserved[1430],0.004,0.003,0.001,0.007
likelihood_unobserved[1431],0.004,0.002,0.002,0.006
likelihood_unobserved[1432],0.004,0.002,0.002,0.006
likelihood_unobserved[1433],0.003,0.002,0.002,0.005
likelihood_unobserved[1434],0.002,0.001,0.001,0.004
likelihood_unobserved[1435],0.004,0.003,0.001,0.007
likelihood_unobserved[1436],0.003,0.001,0.002,0.004
likelihood_unobserved[1437],0.004,0.003,0.001,0.006
likelihood_unobserved[1438],0.005,0.0,0.004,0.005
likelihood_unobserved[1439],0.013,0.012,0.001,0.025
likelihood_unobserved[1440],0.012,0.007,0.005,0.019
likelihood_unobserved[1441],0.006,0.002,0.003,0.008
likelihood_unobserved[1442],0.011,0.006,0.005,0.017
likelihood_unobserved[1443],0.004,0.003,0.002,0.007
likelihood_unobserved[1444],0.005,0.0,0.004,0.005
likelihood_unobserved[1445],0.006,0.002,0.004,0.008
likelihood_unobserved[1446],0.007,0.002,0.005,0.009
likelihood_unobserved[1447],0.003,0.002,0.001,0.005
likelihood_unobserved[1448],0.008,0.006,0.002,0.014
likelihood_unobserved[1449],0.004,0.003,0.001,0.007
likelihood_unobserved[1450],0.005,0.002,0.003,0.008
likelihood_unobserved[1451],0.003,0.001,0.001,0.004
likelihood_unobserved[1452],0.014,0.012,0.001,0.026
likelihood_unobserved[1453],0.013,0.011,0.001,0.024
likelihood_unobserved[1454],0.012,0.007,0.005,0.019
likelihood_unobserved[1455],0.009,0.003,0.005,0.012
likelihood_unobserved[1456],0.007,0.002,0.005,0.009
likelihood_unobserved[1457],0.004,0.001,0.003,0.005
likelihood_unobserved[1458],0.003,0.001,0.002,0.004
likelihood_unobserved[1459],0.008,0.005,0.004,0.013
likelihood_unobserved[1460],0.004,0.0,0.004,0.004
likelihood_unobserved[1461],0.005,0.001,0.004,0.005
likelihood_unobserved[1462],0.004,0.003,0.001,0.007
likelihood_unobserved[1463],0.011,0.009,0.002,0.02
likelihood_unobserved[1464],0.007,0.006,0.001,0.012
likelihood_unobserved[1465],0.006,0.003,0.002,0.009
likelihood_unobserved[1466],0.004,0.002,0.002,0.006
likelihood_unobserved[1467],0.005,0.003,0.002,0.007
likelihood_unobserved[1468],0.008,0.007,0.001,0.016
likelihood_unobserved[1469],0.009,0.007,0.001,0.016
likelihood_unobserved[1470],0.005,0.004,0.001,0.008
likelihood_unobserved[1471],0.011,0.01,0.001,0.021
likelihood_unobserved[1472],0.005,0.0,0.005,0.005
likelihood_unobserved[1473],0.003,0.001,0.002,0.004
likelihood_unobserved[1474],0.011,0.007,0.003,0.018
likelihood_unobserved[1475],0.003,0.001,0.002,0.004
likelihood_unobserved[1476],0.009,0.008,0.002,0.017
likelihood_unobserved[1477],0.013,0.01,0.002,0.023
likelihood_unobserved[1478],0.003,0.002,0.001,0.005
likelihood_unobserved[1479],0.015,0.01,0.005,0.026
likelihood_unobserved[1480],0.003,0.001,0.002,0.005
likelihood_unobserved[1481],0.003,0.002,0.001,0.005
likelihood_unobserved[1482],0.009,0.004,0.006,0.013
likelihood_unobserved[1483],0.005,0.003,0.002,0.007
likelihood_unobserved[1484],0.01,0.009,0.001,0.019
likelihood_unobserved[1485],0.012,0.01,0.002,0.022
likelihood_unobserved[1486],0.009,0.006,0.003,0.015
likelihood_unobserved[1487],0.005,0.004,0.001,0.008
likelihood_unobserved[1488],0.006,0.004,0.001,0.01
likelihood_unobserved[1489],0.004,0.003,0.001,0.007
likelihood_unobserved[1490],0.006,0.001,0.005,0.007
likelihood_unobserved[1491],0.005,0.004,0.001,0.009
likelihood_unobserved[1492],0.003,0.002,0.001,0.005
likelihood_unobserved[1493],0.006,0.004,0.001,0.01
likelihood_unobserved[1494],0.008,0.004,0.004,0.012
likelihood_unobserved[1495],0.006,0.004,0.002,0.01
likelihood_unobserved[1496],0.013,0.013,0.001,0.026
likelihood_unobserved[1497],0.011,0.005,0.006,0.016
likelihood_unobserved[1498],0.005,0.003,0.002,0.007
likelihood_unobserved[1499],0.01,0.009,0.001,0.019
likelihood_unobserved[1500],0.007,0.006,0.001,0.013
likelihood_unobserved[1501],0.003,0.002,0.002,0.005
likelihood_unobserved[1502],0.004,0.001,0.003,0.005
likelihood_unobserved[1503],0.003,0.002,0.001,0.005
likelihood_unobserved[1504],0.003,0.001,0.003,0.004
likelihood_unobserved[1505],0.006,0.004,0.003,0.01
likelihood_unobserved[1506],0.009,0.008,0.001,0.018
likelihood_unobserved[1507],0.008,0.006,0.002,0.014
likelihood_unobserved[1508],0.009,0.008,0.002,0.017
likelihood_unobserved[1509],0.005,0.004,0.001,0.01
likelihood_unobserved[1510],0.005,0.002,0.003,0.006
likelihood_unobserved[1511],0.008,0.007,0.001,0.015
likelihood_unobserved[1512],0.009,0.005,0.004,0.013
likelihood_unobserved[1513],0.004,0.0,0.004,0.004
likelihood_unobserved[1514],0.006,0.005,0.001,0.011
likelihood_unobserved[1515],0.011,0.01,0.001,0.022
likelihood_unobserved[1516],0.01,0.008,0.002,0.019
likelihood_unobserved[1517],0.006,0.002,0.003,0.008
likelihood_unobserved[1518],0.011,0.011,0.001,0.022
likelihood_unobserved[1519],0.011,0.009,0.002,0.019
likelihood_unobserved[1520],0.012,0.009,0.003,0.02
likelihood_unobserved[1521],0.008,0.007,0.001,0.016
likelihood_unobserved[1522],0.006,0.005,0.001,0.011
likelihood_unobserved[1523],0.005,0.002,0.003,0.007
likelihood_unobserved[1524],0.006,0.001,0.005,0.007
likelihood_unobserved[1525],0.005,0.003,0.002,0.008
likelihood_unobserved[1526],0.011,0.007,0.003,0.018
likelihood_unobserved[1527],0.01,0.008,0.002,0.018
likelihood_unobserved[1528],0.011,0.006,0.005,0.016
likelihood_unobserved[1529],0.007,0.005,0.002,0.012
likelihood_unobserved[1530],0.009,0.007,0.002,0.016
likelihood_unobserved[1531],0.006,0.002,0.003,0.008
likelihood_unobserved[1532],0.003,0.001,0.002,0.004
likelihood_unobserved[1533],0.008,0.004,0.003,0.012
likelihood_unobserved[1534],0.005,0.0,0.005,0.005
likelihood_unobserved[1535],0.004,0.002,0.002,0.006
likelihood_unobserved[1536],0.011,0.007,0.004,0.018
likelihood_unobserved[1537],0.003,0.002,0.001,0.004
likelihood_unobserved[1538],0.005,0.004,0.002,0.009
likelihood_unobserved[1539],0.008,0.003,0.005,0.011
likelihood[0],9.79,0.0,9.79,9.79
likelihood[1],84.33,0.0,84.33,84.33
likelihood[2],0.4,0.0,0.4,0.4
likelihood[3],40.87,0.0,40.87,40.87
likelihood[4],21.7,0.0,21.7,21.7
likelihood[5],99.04,0.0,99.04,99.04
likelihood[6],1.28,0.0,1.28,1.28
likelihood[7],34.53,0.0,34.53,34.53
likelihood[8],1.1,0.0,1.1,1.1
likelihood[9],22.19,0.0,22.19,22.19
likelihood[10],269.5,0.0,269.5,269.5
likelihood[11],89.01,0.0,89.01,89.01
likelihood[12],272.74,0.0,272.74,272.74
likelihood[13],29.53,0.0,29.53,29.53
likelihood[14],70.2,0.0,70.2,70.2
likelihood[15],23.45,0.0,23.45,23.45
likelihood[16],5.11,0.0,5.11,5.11
likelihood[17],32.72,0.0,32.72,32.72
likelihood[18],7.87,0.0,7.87,7.87
likelihood[19],0.43,0.0,0.43,0.43
likelihood[20],271.51,0.0,271.51,271.51
likelihood[21],13.0,0.0,13.0,13.0
likelihood[22],14.41,0.0,14.41,14.41
likelihood[23],57.23,0.0,57.23,57.23
likelihood[24],8.72,0.0,8.72,8.72
likelihood[25],50.75,0.0,50.75,50.75
likelihood[26],28.77,0.0,28.77,28.77
likelihood[27],43.91,0.0,43.91,43.91
likelihood[28],245.14,0.0,245.14,245.14
likelihood[29],66.43,0.0,66.43,66.43
likelihood[30],6.48,0.0,6.48,6.48
likelihood[31],308.73,0.0,308.73,308.73
likelihood[32],70.03,0.0,70.03,70.03
likelihood[33],108.63,0.0,108.63,108.63
likelihood[34],36.32,0.0,36.32,36.32
likelihood[35],63.53,0.0,63.53,63.53
likelihood[36],193.24,0.0,193.24,193.24
likelihood[37],21.87,0.0,21.87,21.87
likelihood[38],148.74,0.0,148.74,148.74
likelihood[39],63.86,0.0,63.86,63.86
likelihood[40],61.99,0.0,61.99,61.99
likelihood[41],81.86,0.0,81.86,81.86
likelihood[42],52.38,0.0,52.38,52.38
likelihood[43],154.97,0.0,154.97,154.97
likelihood[44],277.64,0.0,277.64,277.64
likelihood[45],99.29,0.0,99.29,99.29
likelihood[46],11.33,0.0,11.33,11.33
likelihood[47],49.18,0.0,49.18,49.18
likelihood[48],1.68,0.0,1.68,1.68
likelihood[49],10.34,0.0,10.34,10.34
likelihood[50],169.65,0.0,169.65,169.65
likelihood[51],7.66,0.0,7.66,7.66
likelihood[52],28.28,0.0,28.28,28.28
likelihood[53],97.95,0.0,97.95,97.95
likelihood[54],9.04,0.0,9.04,9.04
likelihood[55],41.74,0.0,41.74,41.74
likelihood[56],62.77,0.0,62.77,62.77
likelihood[57],71.86,0.0,71.86,71.86
likelihood[58],10.08,0.0,10.08,10.08
likelihood[59],27.4,0.0,27.4,27.4
likelihood[60],136.68,0.0,136.68,136.68
likelihood[61],73.68,0.0,73.68,73.68
likelihood[62],9.93,0.0,9.93,9.93
likelihood[63],24.13,0.0,24.13,24.13
likelihood[64],209.7,0.0,209.7,209.7
likelihood[65],195.17,0.0,195.17,195.17
likelihood[66],0.52,0.0,0.52,0.52
likelihood[67],138.94,0.0,138.94,138.94
likelihood[68],0.53,0.0,0.53,0.53
likelihood[69],9.41,0.0,9.41,9.41
likelihood[70],82.79,0.0,82.79,82.79
likelihood[71],3.61,0.0,3.61,3.61
likelihood[72],444.19,0.0,444.19,444.19
likelihood[73],16.8,0.0,16.8,16.8
likelihood[74],2.11,0.0,2.11,2.11
likelihood[75],55.93,0.0,55.93,55.93
likelihood[76],188.45,0.0,188.45,188.45
likelihood[77],97.7,0.0,97.7,97.7
likelihood[78],47.01,0.0,47.01,47.01
likelihood[79],172.47,0.0,172.47,172.47
likelihood[80],107.93,0.0,107.93,107.93
likelihood[81],80.84,0.0,80.84,80.84
likelihood[82],71.83,0.0,71.83,71.83
likelihood[83],310.19,0.0,310.19,310.19
likelihood[84],115.66,0.0,115.66,115.66
likelihood[85],104.79,0.0,104.79,104.79
likelihood[86],122.19,0.0,122.19,122.19
likelihood[87],486.25,0.0,486.25,486.25
likelihood[88],583.61,0.0,583.61,583.61
likelihood[89],58.78,0.0,58.78,58.78
likelihood[90],8.38,0.0,8.38,8.38
likelihood[91],327.82,0.0,327.82,327.82
likelihood[92],352.16,0.0,352.16,352.16
likelihood[93],277.37,0.0,277.37,277.37
likelihood[94],403.93,0.0,403.93,403.93
likelihood[95],23.87,0.0,23.87,23.87
likelihood[96],140.8,0.0,140.8,140.8
likelihood[97],676.04,0.0,676.04,676.04
likelihood[98],165.67,0.0,165.67,165.67
likelihood[99],4.99,0.0,4.99,4.99
likelihood[100],22.04,0.0,22.04,22.04
likelihood[101],128.76,0.0,128.76,128.76
likelihood[102],3.87,0.0,3.87,3.87
likelihood[103],23.64,0.0,23.64,23.64
likelihood[104],193.62,0.0,193.62,193.62
likelihood[105],67.17,0.0,67.17,67.17
likelihood[106],934.81,0.0,934.81,934.81
likelihood[107],14.42,0.0,14.42,14.42
likelihood[108],101.93,0.0,101.93,101.93
likelihood[109],680.87,0.0,680.87,680.87
likelihood[110],27.67,0.0,27.67,27.67
likelihood[111],222.5,0.0,222.5,222.5
likelihood[112],111.24,0.0,111.24,111.24
likelihood[113],10.88,0.0,10.88,10.88
likelihood[114],3.74,0.0,3.74,3.74
likelihood[115],306.07,0.0,306.07,306.07
likelihood[116],203.26,0.0,203.26,203.26
likelihood[117],29.43,0.0,29.43,29.43
