,variables,value
0,c0,1.7996814458074368
1,c1,0.02778412952731717
2,c2,-0.40141653353980433
3,c3,0.05804408656513969
4,c4,-0.050835991965070104
5,c5,0.0009611847949121267
6,c6,1.1179180268917175e-05
7,r2,0.10806891276553099
